,Unnamed: 0,Genero,EstadoCivil,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Categoria_Num
14635,14635,Masculino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
18233,18233,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
10628,10628,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1
9841,9841,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,1
8973,8973,Femenino,Soltero,Preparatoria,tiempodeterminado,ninguno,nocturno,NO,Menos6M,1
10879,10879,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
10678,10678,Femenino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
15777,15777,Masculino,Divorciado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
1288,1288,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
133,133,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,0
19005,19005,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
13902,13902,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,0
12761,12761,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1
2195,2195,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
8784,8784,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
6756,6756,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
18642,18642,Masculino,Soltero,Preparatoria,tiempodeterminado,confianza,mixto,SI,Menos6M,1
1611,1611,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
8586,8586,Masculino,Soltero,Bachillerato,porObraoProyecto,sindicalizado,diurno,NO,1A4A,1
10995,10995,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,1
2115,2115,Masculino,Soltero,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
17739,17739,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
9815,9815,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
8574,8574,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
13078,13078,Masculino,Casado,SinFormacion,tiempoindeterminado,confianza,diurno,SI,1A4A,1
17479,17479,Masculino,Soltero,Bachillerato,otro,sindicalizado,mixto,SI,1A4A,1
14710,14710,Femenino,Soltero,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
6289,6289,Femenino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
15987,15987,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
13649,13649,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1
2235,2235,Masculino,Soltero,Licenciatura,tiempodeterminado,confianza,diurno,SI,6M1A,1
4724,4724,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
2420,2420,Femenino,Casado,Secundaria,porObraoProyecto,ninguno,diurno,NO,Mas25A,0
19701,19701,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,6M1A,1
8432,8432,Masculino,Casado,Secundaria,otro,sindicalizado,diurno,SI,5A9A,1
13150,13150,Masculino,UnionLibre,Preparatoria,porObraoProyecto,confianza,diurno,SI,Menos6M,1
7097,7097,Masculino,Casado,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,1
19663,19663,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,mixto,SI,1A4A,0
9722,9722,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,6M1A,1
18356,18356,Masculino,Soltero,TecnicoSuperior,tiempodeterminado,sindicalizado,diurno,SI,Menos6M,1
17609,17609,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,1
18000,18000,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,1
18727,18727,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,20A24A,1
14505,14505,Masculino,UnionLibre,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12958,12958,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
2084,2084,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
1805,1805,Femenino,Soltero,Primaria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
6442,6442,Masculino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1
2408,2408,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,1
12806,12806,Masculino,Casado,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
5802,5802,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
11512,11512,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
6309,6309,Masculino,Casado,TecnicoSuperior,otro,ninguno,diurno,SI,Mas25A,1
2255,2255,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
7755,7755,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
10421,10421,Femenino,Soltero,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
4186,4186,Masculino,Soltero,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
7648,7648,Masculino,UnionLibre,TecnicoSuperior,honorarios,ninguno,diurno,NO,1A4A,1
9534,9534,Femenino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,0
6315,6315,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
15881,15881,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Mas25A,1
3323,3323,Femenino,Viudo,Primaria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
2676,2676,Femenino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,1
18960,18960,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,0
12340,12340,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,0
7936,7936,Femenino,Casado,Secundaria,porObraoProyecto,sindicalizado,mixto,SI,5A9A,1
19569,19569,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,5A9A,1
13112,13112,Masculino,Casado,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1
17306,17306,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
9666,9666,Masculino,Divorciado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
6649,6649,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1
7247,7247,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
9362,9362,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1
13942,13942,Masculino,Casado,Preparatoria,porObraoProyecto,ninguno,diurno,NO,6M1A,1
482,482,Femenino,Casado,Licenciatura,otro,ninguno,diurno,NO,6M1A,1
5225,5225,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
19773,19773,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
1272,1272,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
19680,19680,Femenino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,1
13874,13874,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,1
563,563,Masculino,Soltero,Secundaria,otro,sindicalizado,diurno,SI,6M1A,1
10440,10440,Femenino,Casado,Primaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
4057,4057,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,1
7911,7911,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
17189,17189,Masculino,Viudo,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,20A24A,1
12382,12382,Femenino,Soltero,SinFormacion,honorarios,confianza,diurno,NO,1A4A,0
6067,6067,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,1A4A,1
13758,13758,Masculino,Casado,Secundaria,tiempoindeterminado,sindicalizado,nocturno,NO,6M1A,1
2405,2405,Masculino,UnionLibre,Secundaria,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
2571,2571,Masculino,Soltero,Maestria,tiempodeterminado,confianza,diurno,NO,Menos6M,0
19345,19345,Femenino,Casado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,20A24A,1
10043,10043,Masculino,UnionLibre,Licenciatura,porObraoProyecto,sindicalizado,diurno,SI,1A4A,0
8952,8952,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,ninguno,nocturno,NO,Menos6M,1
4472,4472,Femenino,Casado,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
1201,1201,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
20675,20675,Femenino,UnionLibre,Secundaria,tiempodeterminado,confianza,mixto,SI,6M1A,1
7051,7051,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,confianza,diurno,NO,10A14A,0
14492,14492,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
17286,17286,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
1642,1642,Masculino,Casado,Secundaria,porObraoProyecto,ninguno,diurno,NO,Mas25A,1
1182,1182,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,1
14805,14805,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
6377,6377,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
15871,15871,Femenino,Soltero,Bachillerato,porObraoProyecto,ninguno,diurno,NO,1A4A,0
6903,6903,Masculino,Casado,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,6M1A,1
20938,20938,Femenino,Soltero,Bachillerato,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
7277,7277,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
17946,17946,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,15A19A,1
13260,13260,Masculino,Casado,Bachillerato,tiempoindeterminado,confianza,diurno,SI,1A4A,1
14061,14061,Masculino,Soltero,Preparatoria,porObraoProyecto,sindicalizado,mixto,NO,Menos6M,1
20176,20176,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
18759,18759,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
6248,6248,Masculino,Casado,Licenciatura,otro,confianza,diurno,NO,15A19A,1
10454,10454,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
17032,17032,Femenino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,0
19439,19439,Femenino,Casado,Primaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
10509,10509,Masculino,UnionLibre,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
5405,5405,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,1
11153,11153,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
6228,6228,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
606,606,Masculino,Soltero,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,1
11744,11744,Masculino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3394,3394,Masculino,Soltero,Bachillerato,tiempodeterminado,ninguno,diurno,NO,Menos6M,1
7150,7150,Masculino,Soltero,Bachillerato,porObraoProyecto,sindicalizado,diurno,NO,Menos6M,1
6473,6473,Masculino,Casado,Secundaria,otro,sindicalizado,mixto,SI,10A14A,1
8413,8413,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,sindicalizado,nocturno,SI,5A9A,1
19652,19652,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,5A9A,1
12434,12434,Masculino,Divorciado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3570,3570,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
12560,12560,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
17832,17832,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
8862,8862,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
11117,11117,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,1
2229,2229,Femenino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,0
12752,12752,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,1
20490,20490,Masculino,Casado,Preparatoria,tiempodeterminado,sindicalizado,mixto,SI,1A4A,0
14476,14476,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,6M1A,1
2458,2458,Femenino,Casado,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,0
8492,8492,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
10781,10781,Masculino,UnionLibre,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,1
1077,1077,Femenino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
5306,5306,Masculino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
9585,9585,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,Menos6M,1
16926,16926,Masculino,Soltero,Bachillerato,tiempodeterminado,ninguno,mixto,SI,Menos6M,1
6245,6245,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,1
6164,6164,Masculino,Soltero,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
17215,17215,Femenino,Casado,Secundaria,tiempoindeterminado,sindicalizado,nocturno,NO,1A4A,1
2008,2008,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
17093,17093,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,1
4730,4730,Femenino,Soltero,SinFormacion,tiempoindeterminado,confianza,diurno,NO,5A9A,1
17791,17791,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,0
16710,16710,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
16555,16555,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
3351,3351,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
5678,5678,Masculino,Casado,Bachillerato,porObraoProyecto,sindicalizado,diurno,NO,Menos6M,1
6385,6385,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,10A14A,1
2641,2641,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,0
1311,1311,Masculino,Soltero,Licenciatura,porObraoProyecto,confianza,diurno,NO,5A9A,1
12650,12650,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
1052,1052,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
6921,6921,Femenino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
3207,3207,Masculino,Soltero,Bachillerato,tiempodeterminado,ninguno,diurno,NO,Menos6M,1
16067,16067,Femenino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
11967,11967,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
14297,14297,Masculino,UnionLibre,Licenciatura,porObraoProyecto,confianza,diurno,NO,1A4A,1
17369,17369,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
15105,15105,Femenino,UnionLibre,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,0
18020,18020,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
2412,2412,Masculino,Casado,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
2876,2876,Femenino,Casado,Licenciatura,tiempodeterminado,confianza,diurno,NO,Menos6M,1
744,744,Masculino,Casado,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
344,344,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
18717,18717,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
2485,2485,Masculino,Soltero,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
16814,16814,Masculino,UnionLibre,Secundaria,tiempoindeterminado,ninguno,mixto,SI,Menos6M,1
8832,8832,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
14625,14625,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
2498,2498,Masculino,Soltero,Bachillerato,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
10257,10257,Masculino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
2140,2140,Femenino,Soltero,Licenciatura,otro,ninguno,diurno,NO,Menos6M,1
20400,20400,Masculino,Casado,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,Menos6M,1
18041,18041,Femenino,Divorciado,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,10A14A,1
14338,14338,Masculino,Soltero,Preparatoria,porObraoProyecto,ninguno,diurno,NO,Menos6M,0
649,649,Masculino,Casado,SinFormacion,porObraoProyecto,sindicalizado,diurno,NO,1A4A,0
4966,4966,Masculino,Soltero,SinFormacion,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,1
447,447,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
11765,11765,Femenino,Soltero,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,0
16694,16694,Femenino,Soltero,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
17407,17407,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,mixto,NO,5A9A,1
13858,13858,Femenino,Casado,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,1
6390,6390,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
15555,15555,Masculino,Soltero,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,0
19386,19386,Femenino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
18545,18545,Masculino,Soltero,TecnicoSuperior,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
7535,7535,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
1534,1534,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,1
3559,3559,Femenino,Casado,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,1
18498,18498,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,0
13678,13678,Femenino,Casado,Primaria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,1
718,718,Femenino,Casado,Maestria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
7321,7321,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,1
14417,14417,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
3421,3421,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
4441,4441,Femenino,Divorciado,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,1
20183,20183,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
4031,4031,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,0
8088,8088,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,1
20319,20319,Masculino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,0
13497,13497,Masculino,Casado,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
4309,4309,Femenino,Casado,Licenciatura,tiempodeterminado,confianza,diurno,NO,1A4A,1
16055,16055,Femenino,Soltero,Licenciatura,tiempodeterminado,ninguno,mixto,SI,1A4A,1
17163,17163,Masculino,Casado,Bachillerato,otro,sindicalizado,mixto,SI,1A4A,1
16236,16236,Masculino,Divorciado,TecnicoSuperior,tiempoindeterminado,sindicalizado,nocturno,NO,6M1A,1
5035,5035,Femenino,Casado,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
3739,3739,Femenino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
4836,4836,Masculino,Soltero,Licenciatura,tiempodeterminado,confianza,mixto,SI,6M1A,1
12837,12837,Masculino,Casado,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,1
1215,1215,Femenino,Soltero,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,1
735,735,Masculino,Soltero,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,1
17556,17556,Femenino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,1
14371,14371,Masculino,UnionLibre,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,0
13736,13736,Masculino,Soltero,Preparatoria,tiempodeterminado,ninguno,diurno,SI,Menos6M,1
6357,6357,Masculino,Soltero,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,Menos6M,0
20126,20126,Masculino,UnionLibre,Preparatoria,tiempoindeterminado,sindicalizado,mixto,NO,1A4A,1
8395,8395,Masculino,Soltero,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,1
15122,15122,Masculino,Soltero,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,Menos6M,1
15225,15225,Masculino,Casado,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,SI,Mas25A,1
7172,7172,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
12858,12858,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,1
8499,8499,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
20591,20591,Masculino,UnionLibre,Secundaria,tiempodeterminado,confianza,mixto,NO,Menos6M,1
10363,10363,Masculino,UnionLibre,Secundaria,tiempoindeterminado,sindicalizado,mixto,SI,1A4A,1
13207,13207,Masculino,Casado,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
9331,9331,Masculino,Soltero,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,1A4A,1
18231,18231,Masculino,Casado,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
17960,17960,Masculino,Casado,Licenciatura,honorarios,confianza,diurno,NO,Mas25A,1
9651,9651,Masculino,Soltero,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,1
16622,16622,Masculino,Divorciado,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,0
2153,2153,Femenino,Casado,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,1
5357,5357,Femenino,Soltero,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,Mas25A,1
1290,1290,Femenino,Soltero,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,1
15330,15330,Femenino,UnionLibre,Secundaria,porObraoProyecto,ninguno,mixto,NO,Menos6M,0
17165,17165,Masculino,Soltero,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,1
