,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Resultado
16083,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,26.0
16084,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,44.0
16085,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,23.0
16086,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,51.0
16087,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,37.0
16088,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,22.0
16089,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,54.0
16090,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,78.0
16091,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,76.0
16092,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,9.0
16093,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,71.0
16094,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,34.0
16095,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,31.0
16096,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,16.0
16097,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,59.0
16098,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,71.0
16099,Masculino,Doctorado,honorarios,confianza,diurno,NO,1A4A,24.0
16100,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,20A24A,10.0
16101,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,8.0
16102,Femenino,Licenciatura,honorarios,ninguno,diurno,SI,1A4A,25.0
16103,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,5A9A,16.0
16104,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,51.0
16105,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,17.0
16106,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,70.0
16107,Masculino,Bachillerato,tiempodeterminado,ninguno,diurno,NO,Menos6M,50.0
16108,Femenino,Secundaria,tiempodeterminado,ninguno,nocturno,NO,Menos6M,64.0
16109,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,39.0
16110,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,198.0
16111,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,178.0
16112,Femenino,Secundaria,tiempoindeterminado,ninguno,nocturno,NO,1A4A,189.0
16113,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,112.0
16114,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,171.0
16115,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,124.0
16116,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,87.0
16117,Masculino,Maestria,tiempodeterminado,confianza,diurno,NO,Menos6M,117.0
16118,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,66.0
16119,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,54.0
16120,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,49.0
16121,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,116.0
16122,Masculino,Preparatoria,tiempoindeterminado,ninguno,nocturno,NO,6M1A,98.0
16123,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,156.0
16124,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,48.0
16125,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,15A19A,97.0
16126,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Mas25A,13.0
16127,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,20A24A,44.0
16128,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,79.0
16129,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,47.0
16130,Femenino,TecnicoSuperior,otro,sindicalizado,diurno,NO,10A14A,44.0
16131,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,72.0
16132,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,33.0
16133,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,78.0
16134,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,29.0
16135,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,51.0
16136,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,49.0
16137,Femenino,Secundaria,tiempodeterminado,ninguno,diurno,NO,Menos6M,55.0
16138,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,51.0
16139,Femenino,Preparatoria,tiempodeterminado,ninguno,diurno,NO,5A9A,55.0
16140,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,88.0
16141,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,81.0
16142,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,1A4A,58.0
16143,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,45.0
16144,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,46.0
16145,Femenino,Secundaria,tiempodeterminado,ninguno,diurno,NO,Menos6M,144.0
16146,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,5A9A,55.0
16147,Masculino,Licenciatura,porObraoProyecto,confianza,diurno,NO,Menos6M,73.0
16148,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,124.0
16149,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,93.0
16150,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,41.0
16151,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0
16152,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,28.0
16153,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,100.0
16154,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,51.0
16155,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,48.0
16156,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,93.0
16157,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,6M1A,80.0
16158,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,142.0
16159,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,94.0
16160,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,52.0
16161,Femenino,Secundaria,tiempoindeterminado,sindicalizado,nocturno,NO,Menos6M,80.0
16162,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,110.0
16163,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,86.0
16164,Femenino,Preparatoria,tiempoindeterminado,ninguno,nocturno,NO,1A4A,44.0
16165,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,130.0
16166,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,36.0
16167,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,72.0
16168,Femenino,Preparatoria,tiempoindeterminado,ninguno,mixto,NO,1A4A,46.0
16169,Femenino,Secundaria,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,30.0
16170,Femenino,Secundaria,otro,sindicalizado,mixto,NO,1A4A,93.0
16171,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,Menos6M,31.0
16172,Masculino,Licenciatura,porObraoProyecto,confianza,mixto,SI,1A4A,41.0
16173,Femenino,Secundaria,tiempodeterminado,ninguno,diurno,NO,Menos6M,134.0
16174,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,99.0
16175,Masculino,Licenciatura,otro,confianza,mixto,SI,6M1A,93.0
16176,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,54.0
16177,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,35.0
16178,Femenino,Secundaria,tiempodeterminado,sindicalizado,diurno,NO,Menos6M,53.0
16179,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,10A14A,140.0
16180,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,5A9A,38.0
16181,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,80.0
16182,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,118.0
16183,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,27.0
16184,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,58.0
16185,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,42.0
16186,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,87.0
16187,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,36.0
16188,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,109.0
16189,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,167.0
16190,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,118.0
16191,Masculino,Licenciatura,tiempodeterminado,confianza,mixto,NO,6M1A,34.0
16192,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,73.0
16193,Masculino,Secundaria,tiempoindeterminado,confianza,nocturno,NO,1A4A,53.0
16194,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,55.0
16195,Masculino,Licenciatura,otro,confianza,diurno,NO,1A4A,46.0
16196,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,40.0
16197,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,83.0
16198,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,75.0
16199,Femenino,Secundaria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,28.0
16200,Masculino,Licenciatura,tiempodeterminado,ninguno,mixto,SI,1A4A,107.0
16201,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,51.0
16202,Femenino,Secundaria,otro,ninguno,diurno,NO,6M1A,45.0
16203,Femenino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,30.0
16204,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,109.0
16205,Femenino,Preparatoria,tiempodeterminado,ninguno,diurno,NO,6M1A,162.0
16206,Masculino,Secundaria,tiempodeterminado,ninguno,diurno,NO,6M1A,20.0
16207,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,139.0
16208,Masculino,Secundaria,tiempodeterminado,ninguno,diurno,NO,6M1A,86.0
16209,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,31.0
16210,Masculino,Secundaria,tiempodeterminado,ninguno,diurno,NO,6M1A,111.0
16211,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,51.0
16212,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,6M1A,38.0
16213,Masculino,Licenciatura,tiempodeterminado,confianza,mixto,SI,1A4A,104.0
16214,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,77.0
16215,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,78.0
16216,Femenino,Secundaria,tiempodeterminado,ninguno,diurno,NO,Menos6M,78.0
16217,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,21.0
16218,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,116.0
16219,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,98.0
16220,Femenino,Primaria,tiempodeterminado,ninguno,nocturno,NO,Menos6M,145.0
16221,Femenino,Secundaria,otro,ninguno,mixto,NO,Menos6M,139.0
16222,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,44.0
16223,Femenino,Preparatoria,tiempoindeterminado,ninguno,nocturno,NO,Menos6M,41.0
16224,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,90.0
16225,Femenino,Preparatoria,tiempodeterminado,ninguno,nocturno,NO,Menos6M,78.0
16226,Masculino,Preparatoria,tiempodeterminado,confianza,nocturno,NO,Menos6M,43.0
16227,Femenino,Secundaria,tiempoindeterminado,confianza,nocturno,NO,6M1A,72.0
16228,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,55.0
16229,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,53.0
16230,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,78.0
16231,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,53.0
16232,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,46.0
16233,Femenino,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,1A4A,67.0
16234,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,51.0
16235,Masculino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,5A9A,49.0
16236,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,5A9A,123.0
16237,Femenino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,45.0
16238,Femenino,Licenciatura,tiempoindeterminado,ninguno,mixto,NO,1A4A,68.0
16239,Masculino,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,1A4A,44.0
16240,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,1A4A,45.0
16241,Femenino,Secundaria,tiempodeterminado,sindicalizado,nocturno,NO,Menos6M,67.0
16242,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,33.0
16243,Masculino,Maestria,tiempodeterminado,ninguno,diurno,NO,5A9A,91.0
16244,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,52.0
16245,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,36.0
16246,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,105.0
16247,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,144.0
16248,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,80.0
16249,Femenino,Secundaria,tiempodeterminado,ninguno,nocturno,NO,Menos6M,45.0
16250,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,50.0
16251,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,1A4A,32.0
16252,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,69.0
16253,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,1A4A,71.0
16254,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,42.0
16255,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,1A4A,69.0
16256,Femenino,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,6M1A,29.0
16257,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,140.0
16258,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,5A9A,83.0
16259,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,67.0
16260,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,29.0
16261,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,nocturno,NO,6M1A,117.0
16262,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,116.0
16263,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,94.0
16264,Femenino,Secundaria,tiempoindeterminado,confianza,diurno,NO,6M1A,161.0
16265,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,73.0
16266,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,1A4A,88.0
16267,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,41.0
16268,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,93.0
16269,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,97.0
16270,Femenino,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,6M1A,62.0
16271,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,6M1A,115.0
16272,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,SI,5A9A,65.0
16273,Masculino,Licenciatura,tiempoindeterminado,ninguno,mixto,SI,1A4A,76.0
16274,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,94.0
16275,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,6M1A,66.0
16276,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,69.0
16277,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,126.0
16278,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,1A4A,52.0
16279,Masculino,Preparatoria,tiempodeterminado,ninguno,diurno,SI,5A9A,130.0
16280,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,98.0
16281,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,28.0
16282,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,112.0
16283,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,96.0
16284,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,Menos6M,32.0
16285,Femenino,Preparatoria,tiempodeterminado,ninguno,diurno,NO,Menos6M,70.0
16286,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,1A4A,59.0
16287,Masculino,Preparatoria,tiempodeterminado,ninguno,diurno,NO,1A4A,64.0
16288,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,110.0
16289,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,31.0
16290,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,5A9A,40.0
16291,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,1A4A,60.0
16292,Femenino,Preparatoria,tiempoindeterminado,confianza,mixto,NO,1A4A,31.0
16293,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,97.0
16294,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,71.0
16295,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,187.0
16296,Femenino,Bachillerato,tiempodeterminado,sindicalizado,diurno,SI,Menos6M,130.0
16297,Masculino,Licenciatura,honorarios,confianza,diurno,SI,5A9A,63.0
16298,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,20A24A,28.0
16299,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,50.0
16300,Femenino,Secundaria,otro,sindicalizado,mixto,NO,1A4A,67.0
16301,Femenino,Secundaria,tiempodeterminado,sindicalizado,mixto,NO,Menos6M,82.0
16302,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,126.0
16303,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,15A19A,73.0
16304,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,65.0
16305,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,98.0
16306,Masculino,TecnicoSuperior,otro,ninguno,diurno,NO,6M1A,45.0
16307,Masculino,Secundaria,tiempodeterminado,ninguno,mixto,SI,1A4A,112.0
16308,Femenino,Secundaria,tiempoindeterminado,confianza,nocturno,NO,Menos6M,86.0
16309,Femenino,Primaria,tiempoindeterminado,confianza,nocturno,SI,Menos6M,66.0
16310,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,117.0
16311,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,48.0
16312,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,92.0
16313,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,109.0
16314,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,78.0
16315,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,91.0
16316,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,118.0
16317,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,65.0
16318,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,54.0
16319,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,5A9A,108.0
16320,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,38.0
16321,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,59.0
16322,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,76.0
16323,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,20A24A,75.0
16324,Femenino,Secundaria,tiempodeterminado,sindicalizado,mixto,NO,Menos6M,101.0
16325,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,31.0
16326,Femenino,Licenciatura,tiempodeterminado,confianza,mixto,NO,1A4A,82.0
16327,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,1A4A,34.0
16328,Femenino,Secundaria,tiempodeterminado,ninguno,diurno,NO,Menos6M,119.0
16329,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,85.0
16330,Masculino,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,1A4A,76.0
16331,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,69.0
16332,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,91.0
16333,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,80.0
16334,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,73.0
16335,Femenino,Bachillerato,porObraoProyecto,ninguno,mixto,SI,5A9A,101.0
16336,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,87.0
16337,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,38.0
16338,Masculino,Secundaria,tiempoindeterminado,confianza,mixto,SI,5A9A,120.0
16339,Femenino,TecnicoSuperior,porObraoProyecto,sindicalizado,mixto,NO,Menos6M,71.0
16340,Masculino,Preparatoria,honorarios,sindicalizado,diurno,SI,1A4A,52.0
16341,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,82.0
16342,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,5A9A,51.0
16343,Femenino,Licenciatura,tiempodeterminado,ninguno,diurno,NO,Menos6M,36.0
16344,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,59.0
16345,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,104.0
16346,Masculino,TecnicoSuperior,otro,ninguno,diurno,NO,10A14A,83.0
16347,Masculino,Licenciatura,tiempodeterminado,confianza,diurno,NO,5A9A,42.0
16348,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,72.0
16349,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,66.0
16350,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,57.0
16351,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,53.0
16352,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,25.0
16353,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,79.0
16354,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,6M1A,59.0
16355,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,50.0
16356,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,95.0
16357,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,mixto,SI,1A4A,74.0
16358,Femenino,Preparatoria,tiempodeterminado,ninguno,nocturno,NO,1A4A,93.0
16359,Femenino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,122.0
16360,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,84.0
16361,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,50.0
16362,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,58.0
16363,Femenino,Preparatoria,porObraoProyecto,ninguno,diurno,NO,Menos6M,187.0
16364,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,112.0
16365,Masculino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,1A4A,73.0
16366,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,51.0
16367,Masculino,Bachillerato,tiempoindeterminado,confianza,mixto,SI,1A4A,108.0
16368,Femenino,Secundaria,tiempodeterminado,ninguno,nocturno,NO,6M1A,34.0
16369,Femenino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,1A4A,50.0
16370,Femenino,Secundaria,otro,confianza,diurno,NO,6M1A,73.0
16371,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,40.0
16372,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,119.0
16373,Masculino,TecnicoSuperior,tiempodeterminado,confianza,mixto,SI,20A24A,56.0
16374,Masculino,Licenciatura,porObraoProyecto,ninguno,mixto,SI,1A4A,61.0
16375,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,5A9A,74.0
16376,Masculino,Preparatoria,otro,sindicalizado,mixto,NO,6M1A,63.0
16377,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,72.0
16378,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,25.0
16379,Masculino,Secundaria,tiempoindeterminado,confianza,mixto,SI,6M1A,52.0
16380,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,82.0
16381,Femenino,Licenciatura,tiempoindeterminado,confianza,mixto,SI,6M1A,63.0
16382,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,104.0
16383,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,118.0
16384,Masculino,Bachillerato,otro,ninguno,mixto,NO,20A24A,46.0
16385,Masculino,Preparatoria,tiempodeterminado,confianza,mixto,SI,20A24A,103.0
16386,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,6M1A,46.0
16387,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,SI,5A9A,35.0
16388,Masculino,Preparatoria,tiempodeterminado,ninguno,mixto,SI,Menos6M,100.0
16389,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,NO,6M1A,37.0
16390,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,37.0
