,Genero,NivelEstudios,TipoContratacion,TipoPersonal,TipoJornada,Rotacion,ExperienciaActual,Resultado
12628,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,6M1A,67.0
12629,Masculino,Bachillerato,porObraoProyecto,sindicalizado,diurno,NO,6M1A,106.0
12630,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,Menos6M,106.0
12631,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,15A19A,127.0
12632,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,96.0
12633,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,Menos6M,32.0
12634,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,64.0
12635,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,83.0
12636,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,6M1A,24.0
12637,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,Menos6M,6.0
12638,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,10A14A,53.0
12639,Femenino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,47.0
12640,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,124.0
12641,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,92.0
12642,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,5A9A,102.0
12643,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,70.0
12644,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,57.0
12645,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,63.0
12646,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,52.0
12647,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,88.0
12648,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,55.0
12649,Masculino,TecnicoSuperior,porObraoProyecto,sindicalizado,diurno,SI,5A9A,58.0
12650,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,44.0
12651,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,98.0
12652,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,59.0
12653,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,71.0
12654,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,52.0
12655,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,37.0
12656,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,15A19A,82.0
12657,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,10A14A,121.0
12658,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,10A14A,167.0
12659,Masculino,Maestria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,142.0
12660,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,77.0
12661,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,108.0
12662,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,142.0
12663,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,5A9A,72.0
12664,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,6M1A,25.0
12665,Masculino,Secundaria,porObraoProyecto,sindicalizado,diurno,SI,6M1A,120.0
12666,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,15A19A,37.0
12667,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,58.0
12668,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,Menos6M,66.0
12669,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,110.0
12670,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,86.0
12671,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,130.0
12672,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,101.0
12673,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,61.0
12674,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,74.0
12675,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,134.0
12676,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,26.0
12677,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,104.0
12678,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,36.0
12679,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,38.0
12680,Masculino,Secundaria,porObraoProyecto,ninguno,diurno,NO,10A14A,102.0
12681,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,1A4A,84.0
12682,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,10A14A,92.0
12683,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,90.0
12684,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,mixto,SI,6M1A,47.0
12685,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,Menos6M,125.0
12686,Femenino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,1A4A,106.0
12687,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,107.0
12688,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,69.0
12689,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,55.0
12690,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,1A4A,63.0
12691,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,40.0
12692,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,103.0
12693,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,Menos6M,52.0
12694,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,64.0
12695,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,10A14A,103.0
12696,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,59.0
12697,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,89.0
12698,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,5A9A,66.0
12699,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,38.0
12700,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,35.0
12701,Masculino,Preparatoria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,73.0
12702,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,27.0
12703,Masculino,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,5A9A,27.0
12704,Masculino,Secundaria,tiempoindeterminado,confianza,mixto,NO,1A4A,65.0
12705,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,59.0
12706,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,6M1A,29.0
12707,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,42.0
12708,Masculino,Secundaria,tiempoindeterminado,ninguno,mixto,SI,10A14A,87.0
12709,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,1A4A,29.0
12710,Femenino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,Menos6M,33.0
12711,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,74.0
12712,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,52.0
12713,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,SI,10A14A,53.0
12714,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,5A9A,50.0
12715,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,Menos6M,129.0
12716,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,5A9A,21.0
12717,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,80.0
12718,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,73.0
12719,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,73.0
12720,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,59.0
12721,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,57.0
12722,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,86.0
12723,Femenino,Licenciatura,porObraoProyecto,ninguno,diurno,SI,1A4A,67.0
12724,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,70.0
12725,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,96.0
12726,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,108.0
12727,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,36.0
12728,Femenino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,5A9A,106.0
12729,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,89.0
12730,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,33.0
12731,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,53.0
12732,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,61.0
12733,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,10A14A,104.0
12734,Masculino,Preparatoria,honorarios,ninguno,diurno,NO,5A9A,38.0
12735,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,37.0
12736,Masculino,Secundaria,porObraoProyecto,ninguno,mixto,SI,Menos6M,139.0
12737,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,SI,5A9A,51.0
12738,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,10A14A,33.0
12739,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,SI,1A4A,47.0
12740,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,59.0
12741,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,108.0
12742,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,1A4A,65.0
12743,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,69.0
12744,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,73.0
12745,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,48.0
12746,Femenino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,73.0
12747,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,60.0
12748,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,122.0
12749,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,122.0
12750,Masculino,Doctorado,tiempoindeterminado,confianza,diurno,NO,1A4A,58.0
12751,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,72.0
12752,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,83.0
12753,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,93.0
12754,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,47.0
12755,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,68.0
12756,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,NO,6M1A,58.0
12757,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,6M1A,75.0
12758,Masculino,Preparatoria,tiempoindeterminado,confianza,mixto,SI,5A9A,34.0
12759,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,64.0
12760,Masculino,Bachillerato,tiempoindeterminado,confianza,mixto,SI,1A4A,64.0
12761,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,91.0
12762,Masculino,Preparatoria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,87.0
12763,Femenino,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,1A4A,39.0
12764,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,Menos6M,71.0
12765,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,57.0
12766,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,Menos6M,63.0
12767,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,5A9A,53.0
12768,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,72.0
12769,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,93.0
12770,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,57.0
12771,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,57.0
12772,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,105.0
12773,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,NO,Menos6M,57.0
12774,Masculino,Licenciatura,tiempoindeterminado,confianza,mixto,NO,5A9A,32.0
12775,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,5A9A,57.0
12776,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,57.0
12777,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,57.0
12778,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,66.0
12779,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,84.0
12780,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,81.0
12781,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,45.0
12782,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,40.0
12783,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,40.0
12784,Masculino,Secundaria,porObraoProyecto,confianza,diurno,SI,Menos6M,37.0
12785,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,119.0
12786,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,120.0
12787,Masculino,Secundaria,porObraoProyecto,ninguno,mixto,SI,Menos6M,38.0
12788,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0
12789,Femenino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,Menos6M,50.0
12790,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,NO,5A9A,58.0
12791,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,10A14A,131.0
12792,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,16.0
12793,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,29.0
12794,Masculino,Maestria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,140.0
12795,Masculino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0
12796,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,74.0
12797,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,mixto,SI,5A9A,99.0
12798,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,42.0
12799,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,62.0
12800,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,81.0
12801,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,34.0
12802,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,SI,1A4A,61.0
12803,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,43.0
12804,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,50.0
12805,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,Menos6M,78.0
12806,Masculino,Bachillerato,porObraoProyecto,ninguno,mixto,SI,Menos6M,40.0
12807,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,26.0
12808,Masculino,Licenciatura,porObraoProyecto,sindicalizado,diurno,SI,1A4A,74.0
12809,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,6M1A,86.0
12810,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,138.0
12811,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,53.0
12812,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,SI,1A4A,32.0
12813,Masculino,Bachillerato,porObraoProyecto,sindicalizado,diurno,SI,5A9A,37.0
12814,Femenino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,1A4A,49.0
12815,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,78.0
12816,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,100.0
12817,Masculino,Secundaria,porObraoProyecto,confianza,diurno,SI,1A4A,50.0
12818,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,49.0
12819,Femenino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,54.0
12820,Masculino,Maestria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,85.0
12821,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,85.0
12822,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,70.0
12823,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,73.0
12824,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,47.0
12825,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,42.0
12826,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,81.0
12827,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,79.0
12828,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,6M1A,67.0
12829,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,1A4A,79.0
12830,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,NO,Menos6M,77.0
12831,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,1A4A,77.0
12832,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,53.0
12833,Masculino,Preparatoria,porObraoProyecto,ninguno,diurno,SI,5A9A,74.0
12834,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,58.0
12835,Masculino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,5A9A,24.0
12836,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,NO,1A4A,52.0
12837,Masculino,TecnicoSuperior,otro,ninguno,diurno,SI,6M1A,74.0
12838,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,6M1A,144.0
12839,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,6M1A,70.0
12840,Masculino,Preparatoria,tiempoindeterminado,ninguno,mixto,NO,6M1A,92.0
12841,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,57.0
12842,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,1A4A,35.0
12843,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,15A19A,72.0
12844,Masculino,Preparatoria,porObraoProyecto,ninguno,nocturno,SI,5A9A,72.0
12845,Femenino,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,6M1A,128.0
12846,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,1A4A,125.0
12847,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,28.0
12848,Masculino,Licenciatura,porObraoProyecto,sindicalizado,diurno,NO,5A9A,67.0
12849,Masculino,Bachillerato,tiempoindeterminado,ninguno,mixto,SI,1A4A,92.0
12850,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,NO,6M1A,37.0
12851,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,6M1A,85.0
12852,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,10A14A,91.0
12853,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,6M1A,119.0
12854,Femenino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,6M1A,66.0
12855,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,5A9A,60.0
12856,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,125.0
12857,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,SI,5A9A,60.0
12858,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,SI,5A9A,107.0
12859,Masculino,Bachillerato,tiempoindeterminado,confianza,nocturno,NO,10A14A,68.0
12860,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,1A4A,65.0
12861,Femenino,Maestria,tiempoindeterminado,confianza,diurno,NO,1A4A,70.0
12862,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,94.0
12863,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,5A9A,51.0
12864,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,1A4A,67.0
12865,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,42.0
12866,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,43.0
12867,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,1A4A,81.0
12868,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,10A14A,53.0
12869,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,59.0
12870,Masculino,Bachillerato,porObraoProyecto,sindicalizado,diurno,SI,1A4A,60.0
12871,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,59.0
12872,Masculino,Secundaria,tiempoindeterminado,confianza,nocturno,NO,1A4A,39.0
12873,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,SI,1A4A,141.0
12874,Masculino,Bachillerato,tiempoindeterminado,ninguno,diurno,NO,6M1A,56.0
12875,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,84.0
12876,Masculino,Bachillerato,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,89.0
12877,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,NO,1A4A,99.0
12878,Masculino,Preparatoria,porObraoProyecto,sindicalizado,diurno,SI,Mas25A,54.0
12879,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,77.0
12880,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,5A9A,40.0
12881,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,93.0
12882,Masculino,Preparatoria,porObraoProyecto,sindicalizado,diurno,SI,Mas25A,67.0
12883,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,33.0
12884,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,Menos6M,44.0
12885,Femenino,Secundaria,tiempoindeterminado,ninguno,diurno,SI,15A19A,40.0
12886,Masculino,TecnicoSuperior,tiempoindeterminado,ninguno,diurno,NO,5A9A,67.0
12887,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,NO,6M1A,95.0
12888,Masculino,TecnicoSuperior,porObraoProyecto,ninguno,diurno,NO,1A4A,60.0
12889,Masculino,Secundaria,tiempoindeterminado,ninguno,diurno,NO,10A14A,131.0
12890,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,5A9A,72.0
12891,Masculino,Secundaria,tiempoindeterminado,confianza,diurno,SI,1A4A,57.0
12892,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,6M1A,90.0
12893,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,1A4A,122.0
12894,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,43.0
12895,Masculino,Preparatoria,tiempoindeterminado,ninguno,diurno,SI,1A4A,122.0
12896,Femenino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,1A4A,33.0
12897,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,1A4A,91.0
12898,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,55.0
12899,Femenino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,Menos6M,56.0
12900,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,108.0
12901,Femenino,Bachillerato,tiempoindeterminado,confianza,mixto,SI,1A4A,124.0
12902,Masculino,Preparatoria,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,48.0
12903,Masculino,Preparatoria,tiempoindeterminado,sindicalizado,nocturno,SI,6M1A,80.0
12904,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,38.0
12905,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,126.0
12906,Masculino,TecnicoSuperior,porObraoProyecto,sindicalizado,diurno,SI,1A4A,156.0
12907,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,5A9A,64.0
12908,Masculino,Licenciatura,tiempoindeterminado,sindicalizado,diurno,NO,1A4A,111.0
12909,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,88.0
12910,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,6M1A,85.0
12911,Femenino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,6M1A,41.0
12912,Masculino,Secundaria,tiempoindeterminado,sindicalizado,diurno,SI,10A14A,74.0
12913,Masculino,Licenciatura,tiempoindeterminado,ninguno,diurno,NO,1A4A,96.0
12914,Masculino,SinFormacion,tiempoindeterminado,ninguno,diurno,SI,1A4A,78.0
12915,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,6M1A,35.0
12916,Masculino,SinFormacion,porObraoProyecto,confianza,diurno,NO,1A4A,50.0
12917,Masculino,TecnicoSuperior,tiempoindeterminado,sindicalizado,diurno,NO,Mas25A,107.0
12918,Masculino,SinFormacion,porObraoProyecto,sindicalizado,diurno,SI,Menos6M,60.0
12919,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,1A4A,79.0
12920,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,77.0
12921,Masculino,Licenciatura,tiempoindeterminado,confianza,diurno,NO,1A4A,55.0
12922,Femenino,TecnicoSuperior,tiempoindeterminado,confianza,diurno,NO,1A4A,81.0
12923,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,33.0
12924,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,NO,1A4A,58.0
12925,Masculino,Bachillerato,tiempoindeterminado,confianza,diurno,SI,5A9A,54.0
12926,Masculino,SinFormacion,tiempoindeterminado,confianza,diurno,NO,1A4A,83.0
12927,Masculino,SinFormacion,tiempoindeterminado,sindicalizado,diurno,NO,5A9A,67.0
12928,Masculino,Preparatoria,tiempoindeterminado,confianza,diurno,SI,1A4A,56.0
